taxon_name,mean_fires,num_unburnt_pixels,num_pixels
Leiocarpa semicalva,0.464516129032258,111,155
Leiocarpa semicalva subsp. semicalva,0.1580756013745706,775,873
Leiocarpa supina,0.3235294117647059,49,68
Leiocarpa tomentosa,0.18350515463917558,432,485
Leiocarpa websteri,0.036860879904875195,814,841
Leionema ambiens,1.2463768115942029,12,69
Leionema bilobum,0.6451612903225806,14,31
Leionema bilobum subsp. bilobum,1.036144578313253,12,83
Leionema bilobum subsp. serrulatum,0.138121546961326,313,362
Leionema bilobum subsp. thackerayense,1,0,13
Leionema carruthersii,0.5365853658536586,23,41
Leionema dentatum,0.4268292682926828,218,328
Leionema diosmeum,0.6826347305389223,82,167
Leionema elatius subsp. beckleri,0.16831683168316833,88,101
Leionema lamprophyllum,1,5,23
Leionema lamprophyllum subsp. lamprophyllum,1.0545454545454545,9,55
Leionema lamprophyllum subsp. obovatum,1,16,59
Leionema lamprophyllum subsp. orbiculare,0.9464285714285715,9,56
Leionema microphyllum,0.13461538461538464,48,52
Leionema phylicifolium,0.8440860215053765,55,186
Leionema ralstonii,0.050632911392405035,75,79
Leionema rotundifolium,0.8774193548387098,50,155
Lemna aequinoctialis,2.254901960784314,48,102
Lemna disperma,0.08860759493670889,661,711
Lemna tenera,2.4285714285714284,0,7
Lemna trisulca,0.1630434782608695,80,92
Lemooria burkittii,0.044321329639889245,347,361
Lepiderema pulchella,0.005405405405405425,184,185
Lepidium aschersonii,0.06289308176100629,151,159
Lepidium desvauxii,0.3188405797101451,51,69
Lepidium fasciculatum,0.05764411027568918,381,399
Lepidium foliosum,0.08333333333333334,33,36
Lepidium hypenantion,0.040816326530612235,47,49
Lepidium hyssopifolium,0.0833333333333333,189,204
Lepidium monoplocoides,0.031496062992126005,123,127
Lepidium muelleri-ferdinandi,0.2885375494071146,401,506
Lepidium oxytrichum,0.13035204567078948,950,1051
Lepidium papillosum,0.008368200836820099,474,478
Lepidium peregrinum,0.023255813953488375,42,43
Lepidium phlebopetalum,0.14479945615227718,1314,1471
Lepidium pseudohyssopifolium,0.061293031066330765,1128,1191
Lepidium pseudopapillosum,0.03703703703703707,52,54
Lepidium pseudotasmanicum,0.23272727272727287,220,275
Lepidium sagittulatum,0.01129943502824862,175,177
Lepidium strongylophyllum,0.07352941176470588,64,68
Lepidobolus chaetocephalus,0.14583333333333331,210,240
Lepidobolus densus,0,1,1
Lepidobolus drapetocoleus,0.3884615384615387,671,1040
Lepidobolus preissianus,0.1635514018691589,182,214
Lepidobolus preissianus subsp. preissianus,0.18823529411764706,70,85
Lepidobolus preissianus subsp. volubilis,0.36000000000000004,37,50
Lepidobolus quadratus,0,2,2
Lepidosperma angustatum,0.32069970845481033,250,343
Lepidosperma apricola,0.34545454545454535,38,55
Lepidosperma calcicola,0.4230769230769231,18,26
Lepidosperma canescens,0.4150943396226418,224,318
Lepidosperma carphoides,0.30282227307398946,1963,2622
Lepidosperma concavum,0.3545512412476131,1105,1571
Lepidosperma congestum,0.18620689655172426,633,725
Lepidosperma costale,0.16666666666666669,149,174
Lepidosperma curtisiae,0.25024437927663756,824,1023
Lepidosperma drummondii,0.26153846153846155,54,65
Lepidosperma effusum,0.3333333333333333,78,105
Lepidosperma elatius,0.2014433636648888,2607,3187
Lepidosperma ensiforme,0.05357142857142856,106,112
Lepidosperma filiforme,0.5153846153846153,1337,2340
Lepidosperma flexuosum,0.9047619047619049,8,21
Lepidosperma forsythii,0.6812227074235806,93,229
Lepidosperma gladiatum,0.11302211302211285,732,814
Lepidosperma globosum,0,14,14
Lepidosperma gracile,0.2692307692307693,63,78
Lepidosperma gunnii,0.46897482014388503,1412,2224
Lepidosperma inops,0.09722222222222222,66,72
Lepidosperma laterale,0.4769230769230769,14073,22425
Lepidosperma leptostachyum,0.2749999999999999,218,280
Lepidosperma limicola,1.0849772382397567,175,659
Lepidosperma lineare,0.30434782608695654,33,46
Lepidosperma longitudinale,0.2475419317524579,1405,1729
Lepidosperma neesii,0.6740139211136892,405,862
Lepidosperma oldfieldii,0.07142857142857144,39,42
Lepidosperma persecans,0.2857142857142858,11,14
Lepidosperma pruinosum,0.28571428571428575,36,42
Lepidosperma pubisquameum,0.35602094240837695,142,191
Lepidosperma sanguinolentum,0.27385892116182575,182,241
Lepidosperma scabrum,0.12962962962962962,48,54
Lepidosperma semiteres,0.2968939088342076,1838,2479
Lepidosperma sieberi,0.26823529411764707,952,1275
Lepidosperma sp. Narrow leaf (R.L.Taplin 709),0.07142857142857144,13,14
Lepidosperma sp. P1 small head (M.D.Tindale 166A),0.06944444444444439,67,72
Lepidosperma squamatum,0.3378746594005449,277,367
Lepidosperma tenue,0.16455696202531644,136,158
Lepidosperma tetraquetrum,0.24137931034482757,46,58
Lepidosperma tortuosum,0.7203389830508473,168,354
Lepidosperma tuberculatum,0.21348314606741572,72,89
Lepidosperma urophorum,0.682325308279507,738,1703
Lepidosperma viscidum,0.350687335478209,2449,3419
Lepidozamia hopei,0,3,3
Lepidozamia peroffskyana,0.11894273127753306,204,227
Leporella fimbriata,0.20616365568544134,777,941
Leptecophylla abietina,0.029411764705882346,33,34
Leptecophylla divaricata,0.10619469026548674,101,113
Leptecophylla juniperina subsp. juniperina,0.13043478260869568,20,23
Leptecophylla juniperina subsp. oxycedrus,0.30434782608695654,16,23
Leptecophylla juniperina subsp. parvifolia,0.10344827586206898,26,29
Leptecophylla pendulosa,0.14285714285714288,36,42
Leptinella filicula,0.71044921875,911,2048
Leptinella longipes,0.2265625,206,256
Leptinella reptans,0.16703296703296708,385,455
Leptocarpus canus,0.1518987341772152,67,79
Leptocarpus coangustatus,0.1679389312977099,112,131
Leptocarpus crebriculmis,0.25,15,20
Leptocarpus decipiens,0.140625,57,64
Leptocarpus denmarkicus,0.6436781609195401,51,87
Leptocarpus depilatus,0.3939393939393939,23,33
Leptocarpus kraussii,0.49122807017543874,37,57
Leptocarpus laxus,0.4158415841584158,66,101
Leptocarpus roycei,0.2278481012658228,65,79
Leptocarpus scariosus,0.6477272727272728,101,176
Leptocarpus scoparius,0.1447368421052631,68,76
Leptocarpus tenax,0.7112542629784016,1315,2639
Leptocarpus tephrinus,0.6938775510204082,23,49
Leptocarpus thysananthus,0.25,54,68
Leptoceras menziesii,0.17098445595854903,819,965
Leptochloa digitata,0.125925925925926,370,405
Leptomeria acida,0.7430875576036865,760,1736
Leptomeria aphylla,0.3839122486288847,377,547
Leptomeria cunninghamii,0.43859649122807015,113,171
Leptomeria drupacea,0.2958199356913185,248,311
Leptomeria empetriformis,0.3428571428571428,47,70
Leptomeria ericoides,0.30434782608695654,18,23
Leptomeria preissiana,0.1914893617021277,157,188
Leptorhynchos baileyi,0.035714285714285705,135,140
Leptorhynchos elongatus,0.46907216494845355,127,194
Leptorhynchos nitidulus,0.43046357615894026,180,302
Leptorhynchos orientalis,0.04615384615384612,62,65
Leptorhynchos scaber,0.36666666666666664,42,60
Leptorhynchos squamatus,0.2715365239294714,3143,3970
Leptorhynchos squamatus subsp. alpinus,0.8732782369146004,129,363
Leptorhynchos squamatus subsp. squamatus,0.18616262482168314,1189,1402
Leptorhynchos tenuifolius,0.07565470417070835,958,1031
Leptorhynchos tetrachaetus,0.06083650190114066,247,263
Leptorhynchos waitzia,0.05617977528089888,168,178
Leptosema anomalum,2.951219512195122,9,82
Leptosema aphyllum,0.13559322033898308,106,118
Leptosema chambersii,1.2793103448275864,83,290
Leptosema villosum,3.305084745762711,14,118
Leptospermum arachnoides,0.9197730956239871,468,1234
Leptospermum brachyandrum,0.5794701986754967,183,302
Leptospermum brevipes,0.49314128943758584,876,1458
Leptospermum continentale,0.287461504619446,8563,11365
Leptospermum coriaceum,0.21626533393911848,1765,2201
Leptospermum divaricatum,0.1193693693693693,397,444
Leptospermum emarginatum,0.5647668393782381,95,193
Leptospermum erubescens,0.18774703557312258,431,506
Leptospermum glaucescens,0.3000000000000002,277,340
Leptospermum grandiflorum,0.1410256410256409,69,78
Leptospermum grandifolium,0.7895342150661311,717,1739
Leptospermum gregarium,0.96875,98,224
Leptospermum inelegans,0.2549019607843137,41,51
Leptospermum jingera,1.8461538461538463,0,13
Leptospermum juniperinum,0.6548311990686843,937,1718
Leptospermum laevigatum,0.11940298507462699,2160,2412
Leptospermum lanigerum,0.26016260162601623,2309,2952
Leptospermum liversidgei,0.7835497835497833,259,462
Leptospermum macrocarpum,1.4508196721311473,31,122
Leptospermum madidum subsp. sativum,4.173913043478261,7,23
Leptospermum microcarpum,0.3786127167630058,258,346
Leptospermum micromyrtus,1.150326797385621,19,153
Leptospermum minutifolium,0.8414634146341463,77,164
Leptospermum multicaule,0.08727272727272722,254,275
Leptospermum myrsinoides,0.23580515048091896,5083,6446
Leptospermum myrtifolium,0.7486398258977146,393,919
Leptospermum neglectum,1.2399999999999998,61,150
Leptospermum nitidum,0.23214285714285718,180,224
Leptospermum novae-angliae,0.9240506329113926,195,474
Leptospermum obovatum,0.47400990099009965,489,808
Leptospermum oligandrum,0.2377049180327869,95,122
Leptospermum parvifolium,0.5878787878787879,634,1155
Leptospermum petersonii,0.3117505995203838,324,417
Leptospermum polygalifolium,0.539387308533916,2836,4570
Leptospermum polygalifolium subsp. cismontanum,0.6411889596602971,571,942
Leptospermum polygalifolium subsp. montanum,0.4006968641114983,200,287
Leptospermum polygalifolium subsp. polygalifolium,0.5905558876270169,935,1673
Leptospermum polygalifolium subsp. transmontanum,0.5645472061657033,317,519
Leptospermum riparium,0.16129032258064516,53,62
Leptospermum rotundifolium,0.9210526315789476,129,342
Leptospermum rupestre,0.0390625,123,128
Leptospermum scoparium,0.3662691652470188,1173,1761
Leptospermum semibaccatum,0.9029126213592229,110,206
Leptospermum speciosum,0.7468354430379746,45,79
Leptospermum spinescens,0.27962085308056867,163,211
Leptospermum squarrosum,0.552455357142857,499,896
Leptospermum thompsonii,1.037037037037037,0,27
Leptospermum trinervium,0.7218763573186614,3381,6907
Leptostigma reptans,0.464354527938343,317,519
Lepyrodia anarthria,1.0092307692307696,100,325
Lepyrodia cryptica,1.1946902654867257,34,113
Lepyrodia drummondiana,0.3962264150943396,37,53
Lepyrodia flexuosa,0.923076923076923,11,52
Lepyrodia fortunata,0,1,1
Lepyrodia glauca,0.25,39,52
Lepyrodia hermaphrodita,0.4285714285714286,44,63
Lepyrodia imitans,1.1311475409836065,26,61
Lepyrodia leptocaulis,1.2236842105263157,20,76
Lepyrodia macra,0.18390804597701155,74,87
Lepyrodia monoica,0.4545454545454546,15,22
Lepyrodia muelleri,0.45601851851851843,573,864
Lepyrodia muirii,0.28395061728395066,65,81
Lepyrodia oligocolea,1.3043478260869565,8,23
Lepyrodia porterae,0.15999999999999998,21,25
Lepyrodia riparia,0.45,11,20
Lepyrodia scariosa,0.7625553914327923,1248,2708
Lepyrodia valliculae,1.1866666666666668,11,75
Lepyrodia verruculosa,1.290909090909091,11,55
Lespedeza juncea,0.23076923076923073,43,52
Lespedeza juncea subsp. sericea,0.34666666666666657,685,900
Leucochrysum albicans,0.46247818499127386,376,573
Leucochrysum albicans subsp. albicans,0.3856427378964941,422,599
Leucochrysum albicans subsp. tricolor,0.180722891566265,658,747
Leucochrysum alpinum,0.832214765100671,58,149
Leucochrysum fitzgibbonii,0.3093525179856112,110,139
Leucochrysum graminifolium,0.949367088607595,17,79
Leucochrysum molle,0.03134796238244519,310,319
Leucochrysum stipitatum,0.5754060324825994,271,431
Leucopogon acuminatus,3.875,17,96
Leucopogon affinis,0.7,18,30
Leucopogon amplexicaulis,0.5104166666666666,153,288
Leucopogon appressus,0.7333333333333334,99,195
Leucopogon attenuatus,0.547645125958379,559,913
Leucopogon australis,0.20212765957446785,552,658
Leucopogon biflorus,0.7832167832167831,295,572
Leucopogon canaliculatus,0.1428571428571429,18,21
Leucopogon capitellatus,0.3346007604562736,190,263
Leucopogon collinus,0.5642276422764232,319,615
Leucopogon confertus,1.7272727272727273,2,11
Leucopogon conostephioides,0.2355889724310776,317,399
Leucopogon cordifolius,0.2543171114599685,488,637
Leucopogon costatus,0.5743589743589745,214,390
Leucopogon crassiflorus,0.12121212121212122,29,33
Leucopogon cuneifolius,0.2264150943396227,127,159
Leucopogon cuspidatus,0.962962962962963,30,54
Leucopogon darlingensis,0.2,4,5
Leucopogon darlingensis subsp. darlingensis,0.5384615384615385,15,26
Leucopogon deformis,1,42,93
Leucopogon dielsianus,0.12396694214876032,107,121
Leucopogon diversifolius,0.06666666666666667,14,15
Leucopogon ericoides,0.4499507712504106,1976,3047
Leucopogon esquamatus,0.6768488745980709,294,622
Leucopogon exolasius,0.9463087248322147,19,149
Leucopogon extremus,1,0,1
Leucopogon fimbriatus,0.25,82,104
Leucopogon fletcheri subsp. brevisepalus,0.7626262626262624,179,396
Leucopogon fletcheri subsp. fletcheri,0.6226415094339625,29,53
Leucopogon fraseri,0.5254957507082153,417,706
Leucopogon gelidus,0.8045801526717558,261,655
Leucopogon gibbosus,0.36241610738255037,99,149
Leucopogon glabellus,0.49206349206349204,170,252
Leucopogon glacialis,0.528868360277136,229,433
Leucopogon gracillimus,0.5,39,58
Leucopogon grammatus,0,1,1
Leucopogon inflexus,0.5263157894736843,10,19
Leucopogon juniperinus,0.25712623618382674,2704,3438
Leucopogon leptanthus,0.2916666666666667,19,24
Leucopogon leptospermoides,0.9772727272727276,249,528
Leucopogon margarodes,0.5793357933579333,174,271
Leucopogon melaleucoides,0.9644670050761427,241,591
Leucopogon microphyllus,0.666988416988417,500,1036
Leucopogon microphyllus var. microphyllus,0.5589887640449437,199,356
Leucopogon microphyllus var. pilibundus,0.6398467432950193,135,261
Leucopogon muticus,0.43886861313868525,2184,3288
Leucopogon neoanglicus,0.9080234833659493,213,511
Leucopogon newbeyi,0,1,1
Leucopogon nutans,0.35999999999999993,71,100
Leucopogon obovatus,0.4545454545454546,51,77
Leucopogon obovatus subsp. revolutus,0.4326923076923078,138,208
Leucopogon oldfieldii,0.2098765432098765,64,81
Leucopogon oxycedrus,0.4771784232365145,147,241
Leucopogon parviflorus,0.13084897730456757,3163,3569
Leucopogon pendulus,0.5692307692307693,115,195
Leucopogon pimeleoides,0.5034965034965037,383,572
Leucopogon planifolius,0.390625,43,64
Leucopogon prolatus,0.16666666666666669,20,24
Leucopogon propinquus,0.4020100502512563,268,398
Leucopogon pulchellus,0.20930232558139533,178,215
Leucopogon racemulosus,0.6388888888888888,38,72
Leucopogon rodwayi,0.930232558139535,21,43
Leucopogon rufus,0.41505376344086087,592,930
Leucopogon setiger,0.6441351888667993,268,503
Leucopogon simulans,0.11111111111111108,24,27
Leucopogon sonderensis,0.7647058823529411,8,17
Leucopogon sp. Coujinup (M.A.Burgman 1085),0.22818791946308734,118,149
Leucopogon sp. Lake King (A.J.G.Wilson 65),0,11,11
Leucopogon sp. Northern ciliate (R.Davis 3393),0.4074074074074074,17,27
Leucopogon sp. Wessell Islands (P.K.Latz 3329),0.2666666666666667,11,15
Leucopogon sp. Wheatbelt (S.Murray 257),0.15662650602409636,70,83
Leucopogon sprengelioides,0.32432432432432423,81,111
Leucopogon squarrosus,0.5,14,20
Leucopogon stenophyllus,0.47058823529411764,18,34
Leucopogon striatus,0.31999999999999995,17,25
Leucopogon tamminensis var. australis,0.10000000000000002,18,20
Leucopogon unilateralis,0.8846153846153846,13,52
Leucopogon verticillatus,0.37745098039215713,288,408
Leucopogon virgatus,0.36726926736441545,2959,4204
Leucopogon virgatus var. virgatus,0.1472114137483786,1337,1542
Leucopogon woodsii,0.46153846153846145,161,273
Levenhookia dubia,0.1687242798353908,1029,1215
Levenhookia preissii,0.15384615384615383,11,13
Levenhookia pusilla,0.25460829493087567,687,868
Levenhookia sonderi,0.16071428571428575,47,56
Levenhookia stipitata,0.24800000000000016,294,375
Libertia paniculata,0.6443452380952382,330,672
Libertia pulchella,0.25345622119815675,342,434
Licuala ramsayi,0.025641025641025654,77,78
Lilaeopsis polyantha,0.24604141291108375,664,821
Limnophila fragrans,5.505827505827504,74,429
Limonium australe,0.06756756756756759,69,74
Limosella australis,0.22465753424657534,604,730
Limosella curdieana,0.14070351758793964,179,199
Lindernia calliandra,0.8333333333333333,5,12
Lindernia clausa,6.425925925925926,6,162
Lindernia lobelioides,6.1739130434782625,14,138
Lindernia venustula,1.4705882352941178,5,17
Lindsaea brachypoda,0.6689655172413794,115,145
Lindsaea dimorpha,0.7843137254901962,29,51
Lindsaea ensifolia,4.339552238805969,54,268
Lindsaea linearis,0.5366587490102932,3662,6315
Lindsaea media,1.3359375,84,128
Lindsaea microphylla,0.5724033358605006,1498,2638
Lindsaea trichomanoides,0.32,35,50
Lindsaea walkerae,2.685714285714286,13,35
Linospadix monostachyos,0.08666666666666663,969,1050
Linum marginale,0.2557987585756287,2464,3061
Liparis reflexa,0.5844155844155845,163,308
Liparophyllum exaltatum,0.506364922206506,452,707
Lissanthe strigosa,0.28593406593406634,3491,4550
Lissanthe strigosa subsp. strigosa,0.23152709359605914,163,203
Lissanthe strigosa subsp. subulata,0.2667427701674275,2028,2628
Lithomyrtus cordata,2.6533333333333338,21,75
Lithomyrtus densifolia,2.043478260869565,16,46
Lithomyrtus dunlopii,2.9733333333333336,13,75
Lithomyrtus grandifolia,2.880952380952381,11,42
Lithomyrtus hypoleuca,2.6315789473684212,8,38
Lithomyrtus kakaduensis,5.447368421052632,2,38
Lithomyrtus linariifolia,2.416666666666667,5,24
Lithomyrtus repens,3.5507246376811588,7,69
Lithomyrtus retusa,3.8493723849372374,44,239
Litsea bindoniana,0.19354838709677427,88,93
Litsea breviumbellata,2.3087248322147658,84,149
Litsea glutinosa,2.1224489795918364,226,441
Litsea leefeana,0.18141592920353966,207,226
Litsea reticulata,0.1313868613138686,735,822
Livistona australis,0.2180801491146325,2626,3219
Livistona benthamii,2.398230088495576,52,113
Livistona eastonii,8.214285714285714,0,28
Livistona humilis,7.983652939327258,231,3181
Livistona inermis,5.343434343434343,24,396
Livistona leichhardtii,5.3076923076923075,3,26
Livistona mariae,0.4285714285714286,6,7
Livistona mariae subsp. mariae,0.25,7,8
Livistona mariae subsp. rigida,1.8289473684210527,42,76
Livistona nasmophila,3.4444444444444446,0,9
Livistona victoriae,3.5495495495495497,9,111
Lobelia anceps,0.23632261703327667,2838,3546
Lobelia andrewsii,0.7461538461538465,260,520
Lobelia beaugleholei,0.1527777777777778,62,72
Lobelia browniana,0.5104166666666667,65,96
Lobelia concolor,0.11695075757575737,1941,2112
Lobelia darlingensis,0.05185185185185187,129,135
Lobelia dentata,0.7484662576687116,216,489
Lobelia douglasiana,4.641711229946525,31,187
Lobelia gelida,1.65,0,20
Lobelia gibbosa,0.4719271623672233,1249,1977
Lobelia heterophylla,0.3090909090909092,169,220
Lobelia irrigua,0.16755319148936168,337,376
Lobelia pedunculata,0.4923320994182966,1179,1891
Lobelia pratioides,0.1457055214723928,1171,1304
Lobelia purpurascens,0.4029380902413419,8614,12389
Lobelia rarifolia,0.27118644067796605,46,59
Lobelia rhombifolia,0.36758893280632404,173,253
Lobelia rhytidosperma,0.16249999999999995,68,80
Lobelia simplicicaulis,0.7134831460674156,89,178
Lobelia surrepens,0.7154696132596687,160,362
Lobelia tenuior,0.3181818181818181,150,198
Logania albiflora,0.6904955320877334,624,1231
Logania buxifolia,0.21359223300970875,82,103
Logania crassifolia,0.09917355371900818,110,121
Logania granitica,1.25,4,24
Logania linifolia,0.30500000000000016,294,400
Logania ovata,0.3756097560975611,286,410
Logania recurva,0.04395604395604401,174,182
Logania saxatilis,0.15841584158415842,86,101
Logania vaginalis,0.25675675675675674,114,148
Lomandra bracteata,0.2122538293216631,388,457
Lomandra brevis,0.3582474226804125,271,388
Lomandra brittanii,0.31460674157303375,65,89
Lomandra caespitosa,0.36010362694300524,275,386
Lomandra collina,0.1775761503564483,1285,1543
Lomandra confertifolia,0.38863976083707025,972,1338
Lomandra confertifolia subsp. leptostachya,0.854990583804143,130,531
Lomandra confertifolia subsp. pallida,0.40010917030567705,1336,1832
Lomandra confertifolia subsp. rubiginosa,0.4959588537839826,831,1361
Lomandra confertifolia subsp. similis,0.5059288537549408,132,253
Lomandra cylindrica,0.6314031180400891,975,1796
Lomandra densiflora,0.1098454027664767,1100,1229
Lomandra drummondii,0.4666666666666666,31,45
Lomandra effusa,0.11733416770963694,2869,3196
Lomandra elongata,0.9526627218934912,79,169
Lomandra fibrata,0.125,399,456
Lomandra filiformis,0.30972013241047036,12635,16615
Lomandra filiformis subsp. coriacea,0.24242078869386818,7021,8774
Lomandra filiformis subsp. filiformis,0.39629711262949024,6297,9074
Lomandra filiformis subsp. flavior,0.2724867724867728,292,378
Lomandra fluviatilis,0.4943181818181819,103,176
Lomandra glauca,0.5925044616299799,2837,5043
Lomandra gracilis,0.6170886075949366,689,1264
Lomandra hastilis,0.27536231884057977,52,69
Lomandra hermaphrodita,0.29941860465116293,264,344
Lomandra integra,0.3821989528795811,136,191
Lomandra juncea,0.267497603068073,784,1043
Lomandra leucocephala,0.37238493723849386,364,478
Lomandra leucocephala subsp. leucocephala,0.3990610328638497,314,426
Lomandra leucocephala subsp. robusta,0.21196454948301321,1096,1354
Lomandra longifolia,0.4352374361158391,24833,37568
Lomandra maritima,0.25,45,56
Lomandra micrantha,0.2281959378733568,1374,1674
Lomandra micrantha subsp. micrantha,0.12021276595744661,837,940
Lomandra micrantha subsp. teretifolia,0.10714285714285714,75,84
Lomandra micrantha subsp. tuberculata,0.41666666666666635,418,624
Lomandra mucronata,0.14285714285714285,130,147
Lomandra multiflora,0.31606217616580334,757,965
Lomandra multiflora subsp. dura,0.13503649635036516,2166,2466
Lomandra multiflora subsp. multiflora,0.3512934413378618,13878,19135
Lomandra nana,0.16541666666666668,2062,2400
Lomandra nigricans,0.28039702233250624,317,403
Lomandra obliqua,0.6226711119827424,2730,5099
Lomandra odora,0.16981132075471697,47,53
Lomandra oreophila,0.8888888888888888,8,27
Lomandra patens,0.06324110671936756,239,253
Lomandra pauciflora,0.25663716814159293,91,113
Lomandra preissii,0.25185185185185194,214,270
Lomandra purpurea,0.23199999999999993,105,125
Lomandra sericea,0.3079470198675496,228,302
Lomandra sonderi,0.5732484076433121,98,157
Lomandra sororia,0.2123109024517475,1572,1917
Lomandra spartea,0.3,65,90
Lomandra suaveolens,0.28571428571428575,126,161
Lomandra tropica,6.150595882990252,46,923
Lomatia arborescens,0.21509433962264146,216,265
Lomatia fraseri,0.6070668369518947,1222,2349
Lomatia ilicifolia,0.704526748971193,1495,3645
Lomatia myricoides,0.6916239316239322,1262,2925
Lomatia polymorpha,0.08247422680412367,178,194
Lomatia silaifolia,0.7752520623281384,2550,5455
Lomatia tinctoria,0.13573407202216067,314,361
Lophopetalum arnhemicum,3.589285714285714,13,56
Lophostemon confertus,0.2561026936026939,3819,4752
Lophostemon grandiflorus,4.134646962233169,125,609
Lophostemon grandiflorus subsp. grandiflorus,3.6428571428571432,8,28
Lophostemon grandiflorus subsp. riparius,2.6257309941520455,144,342
Lophostemon lactifluus,7.054074074074076,154,1350
Lophostemon suaveolens,0.624851367419739,1103,1682
Lotus angustissimus,0.10351201478743069,491,541
Lotus australis,0.3960113960113962,772,1053
Lotus cruentus,0.07191994996873029,1514,1599
Loxocarya cinerea,0.2974358974358975,146,195
Loxocarya gigas,0,2,2
Loxocarya magna,2,0,1
Loxocarya striata,0.21666666666666665,49,60
Loxocarya striata subsp. striata,0.2222222222222222,7,9
Ludwigia adscendens,1.626865671641791,89,201
Ludwigia hyssopifolia,3.343537414965985,107,294
Ludwigia octovalvis,2.4038461538461515,547,1040
Ludwigia peploides,0.18385650224215255,206,223
Ludwigia peploides subsp. montevidensis,0.1285623812539584,1442,1579
Ludwigia perennis,4.103703703703705,213,810
Luffa aegyptiaca,1.5648854961832062,70,131
Luffa graveolens,0.5,1,2
Luffa saccata,1.827586206896552,36,87
Luisia atacta,0,1,1
Luisia corrugata,3.8571428571428568,2,7
Luvunga monophylla,2.5806451612903225,67,124
Luzula acutifolia,0.8333333333333333,2,6
Luzula acutifolia subsp. acutifolia,0.7849462365591396,37,93
Luzula alpestris,0.7236180904522614,82,199
Luzula atrata,0.359375,43,64
Luzula australasica,0.33333333333333337,5,6
Luzula australasica subsp. dura,0.5820895522388059,35,67
Luzula flaccida,0.5770750988142296,2607,4807
Luzula flaccida subsp. Long Anther (K.L.Wilson 828 et al.),0.10869565217391301,41,46
Luzula meridionalis,0.3067780276260842,2293,3113
Luzula modesta,0.8333333333333334,263,750
Luzula novae-cambriae,0.720316622691293,168,379
Lycopodiella cernua,2.3296703296703294,164,364
Lycopodiella lateralis,0.6813819577735127,263,521
Lycopodiella serpentina,0.9032258064516129,27,62
Lycopodium deuterodensum,0.6438112199465718,543,1123
Lycopodium fastigiatum,0.5378421900161039,374,621
Lycopodium scariosum,0.1735537190082644,103,121
Lycopus australis,0.24969249692496925,641,813
Lyginia barbata,0.36538461538461553,263,364
Lyginia excelsa,0,1,1
Lyginia imberbis,0.3064935064935066,287,385
Lygodium flexuosum,3.004385964912281,88,228
Lygodium microphyllum,2.095238095238095,320,567
Lygodium reticulatum,0.46527777777777785,123,144
Lyperanthus serratus,0.20247933884297514,202,242
Lyperanthus suaveolens,0.3871681415929203,308,452
Lysiana casuarinae,0.2355769230769229,169,208
Lysiana exocarpi,0.23006416131988994,930,1091
Lysiana exocarpi subsp. exocarpi,0.08290155440414501,1813,1930
Lysiana exocarpi subsp. tenuis,0.026490066225165573,148,151
Lysiana linearifolia,0.023529411764705865,83,85
Lysiana murrayi,0.29310344827586204,327,406
Lysiana spathulata,1.7763975155279506,58,161
Lysiana spathulata subsp. parvifolia,1.4,25,55
Lysiana spathulata subsp. spathulata,2.56934306569343,83,274
Lysiana subfalcata,0.39534883720930225,567,688
Lysimachia japonica,0.5454545454545454,24,44
Lysimachia vulgaris var. davurica,0,18,18
Lysinema ciliatum,0.33404710920770864,340,467
Lysinema pentapetalum,0.3146853146853145,323,429
Lythrum hyssopifolia,0.11660329531052009,6422,7101
Lythrum paradoxum,0.9268292682926829,18,41
Lythrum salicaria,0.32266009852216765,585,812
Lythrum wilsonii,0.05154639175257729,92,97
Macaranga inamoena,0.140625,61,64
Macaranga involucrata,1.4124513618677048,183,257
Macaranga polyadenia,0.472972972972973,64,74
Macaranga tanarius,0.3790776152980881,798,889
Macarthuria apetala,0.9473684210526315,33,57
Macarthuria australis,0.14788732394366194,122,142
Macarthuria neocambrica,0.8705035971223022,71,139
Macarthuria vertex,3.4171428571428577,24,175
Macgregoria racemigera,0.8012820512820514,83,156
Machaerina acuta,0.37084148727984334,703,1022
Machaerina arthrophylla,0.20746268656716407,563,670
Machaerina juncea,0.23292035398230063,2302,2825
Machaerina laxa,0.1287128712871287,89,101
Machaerina muelleri,0.8733333333333334,77,150
Machaerina nuda,0.6062992125984251,72,127
Machaerina planifolia,0.7927927927927929,50,111
Machaerina rubiginosa,0.5602667937112896,1309,2099
Machaerina teretifolia,0.758364312267658,284,538
Machaerina tetragona,0.3981958762886596,517,776
Mackinlaya macrosciadea,0.7944444444444445,136,180
Maclura cochinchinensis,0.15875109938434484,1996,2274
Macropidia fuliginosa,0.14583333333333334,42,48
Macropteranthes kekwickii,3.231543624161074,58,298
Macrozamia communis,0.3798742138364779,1105,1590
Macrozamia fraseri,0.3015873015873016,92,126
Macrozamia glaucophylla,0.3584905660377359,37,53
Macrozamia heteromera,0.6543209876543208,161,324
Macrozamia macdonnellii,0.5789473684210525,34,57
Macrozamia montana,0.7419354838709677,14,31
Macrozamia plurinervia,0.4375,46,64
Macrozamia reducta,0.3125,227,304
Macrozamia riedlei,0.35964912280701783,411,570
Macrozamia secunda,0.15909090909090903,187,220
Macrozamia spiralis,0.37142857142857116,170,245
Maesa dependens,0.2152777777777778,128,144
